Organization,AwardYear,AWARD_SUM,AWARD_COUNT,AverageAwardDuration,Award Total
Rochester Institute of Tech,2012,6409448,26,2.730769231,
Rochester Institute of Tech,2011,7974689,26,2.692307692,
Rochester Institute of Tech,2010,4309068,15,2.8,
Rochester Institute of Tech,2009,3699755,19,2.631578947,
Rochester Institute of Tech,2008,4904268,19,3.263157895,
Rochester Institute of Tech,2007,3527257,23,3.043478261,
Rochester Institute of Tech,2006,4503473,10,3.9,
Rochester Institute of Tech,2005,2171652,9,3.777777778,
Rochester Institute of Tech,2004,2704588,12,3.583333333,
Rochester Institute of Tech,2003,3742176,11,3.363636364,
Rochester Institute of Tech,2002,2305402,7,3.142857143,
Rochester Institute of Tech,2001,942203,6,2.833333333,
Rockefeller University,2011,1439175,4,3.5,
Rockefeller University,2009,959147,2,3,
Rockefeller University,2005,2136684,3,4.333333333,
Rockefeller University,2001,1702106,6,2.333333333,
Rocky Mountain Biological Laboratory,2010,2359293,4,2.75,
Rocky Mountain Biological Laboratory,2004,569677,3,2.333333333,
Rocky Mountain Biological Laboratory,2003,1791277,2,4.5,
Rocky Mountain Biological Laboratory,2001,907207,3,4,
Rocky Mountain College,2006,828356,2,4,
Rocky Mountain Regional CASU,2008,3192675,4,1.25,
Rocky Mountain Regional CASU,2007,7095849,2,3.5,
Roger Williams University,2004,330426,2,3,
Rollins College,2010,367256,2,4,
"Romny Scientific, Inc.",2008,605487,2,1,
"Romny Scientific, Inc.",2007,199510,2,0,
Rose-Hulman Institute of Technology,2012,425052,3,2.666666667,
Rose-Hulman Institute of Technology,2010,487079,3,3,
Rose-Hulman Institute of Technology,2009,833708,2,4,
Rose-Hulman Institute of Technology,2008,207515,2,4.5,
Rose-Hulman Institute of Technology,2006,164947,2,2.5,
Rose-Hulman Institute of Technology,2004,1192691,10,2.8,
Rose-Hulman Institute of Technology,2003,506869,4,3.25,
Rose-Hulman Institute of Technology,2002,218104,4,1.75,
Rowan University,2012,343690,2,3,
Rowan University,2011,1031601,5,2.4,
Rowan University,2010,1201747,7,2.285714286,
Rowan University,2009,799634,5,3.4,
Rowan University,2008,1497216,5,2.8,
Rowan University,2007,926737,5,2.2,
Rowan University,2006,393697,3,4.333333333,
Rowan University,2005,172665,2,3,
Rowan University,2004,905398,5,3.8,
Rowan University,2003,1522213,9,4,
Rowan University,2002,1465978,9,2.777777778,
Rowan University,2001,1171240,10,3,
Rush-Presbyterian-St Luke's Med Center,2009,512719,2,3,
Rutgers University Camden,2012,698512,5,2.6,
Rutgers University Camden,2011,627472,3,2.333333333,
Rutgers University Camden,2010,1035204,4,3,
Rutgers University Camden,2009,1720243,5,3.8,
Rutgers University Camden,2008,1082159,6,3.666666667,
Rutgers University Camden,2007,814781,3,4,
Rutgers University New Brunswick,2012,22530355,84,2.845238095,
Rutgers University New Brunswick,2011,28555333,83,2.843373494,
Rutgers University New Brunswick,2010,39493529,82,3.109756098,
Rutgers University New Brunswick,2009,73828050,123,3.276422764,
Rutgers University New Brunswick,2008,33632741,75,3.613333333,
Rutgers University New Brunswick,2007,38456594,95,3.694736842,
Rutgers University New Brunswick,2006,54456612,90,3.977777778,
Rutgers University New Brunswick,2005,29378853,96,3.59375,
Rutgers University New Brunswick,2004,72813572,101,3.485148515,
Rutgers University New Brunswick,2003,42140204,107,3.476635514,
Rutgers University New Brunswick,2002,41954837,95,3.347368421,
Rutgers University New Brunswick,2001,31728236,102,3.696078431,
Rutgers University Newark,2012,2678052,11,2.545454545,
Rutgers University Newark,2011,1572698,8,3,
Rutgers University Newark,2010,4564302,13,2.769230769,
Rutgers University Newark,2009,5690519,9,3.444444444,
Rutgers University Newark,2008,2248602,7,3.714285714,
Rutgers University Newark,2007,1962537,8,3.375,
S2 Corporation,2012,299844,2,0.5,
"SAGE ELECTROCHROMICS,INC.",2006,597013,2,1.5,
SAIC Science Applications International Corporation,2001,536006,2,5.5,
Saint Ambrose University,2004,1031068,2,4.5,
Saint Anselm College,2001,223928,2,2,
Saint Edward's University,2008,906344,2,3,
Saint Francis University,2011,293387,2,1.5,
Saint Joseph's College,2010,698258,2,3.5,
Saint Lawrence University,2005,375840,2,4.5,
Saint Louis University,2012,577844,4,2.5,
Saint Louis University,2011,706543,3,4,
Saint Louis University,2010,2004855,5,3,
Saint Louis University,2009,676346,3,3.666666667,
Saint Louis University,2008,1771221,6,3,
Saint Louis University,2007,510841,2,4,
Saint Louis University,2006,1330842,5,4,
Saint Louis University,2005,488483,5,3.2,
Saint Louis University,2004,1791050,6,4,
Saint Louis University,2003,290602,2,3.5,
Saint Louis University,2002,1006242,11,2.636363636,
Saint Louis University,2001,594565,5,2.6,
Saint Olaf College,2012,303254,2,3.5,
Saint Olaf College,2011,340130,2,5,
Saint Olaf College,2009,1424468,5,4,
Saint Olaf College,2008,1440896,6,3.333333333,
Saint Olaf College,2007,749531,2,4.5,
Saint Olaf College,2006,1756569,4,4.5,
Saint Olaf College,2005,1276736,5,3.4,
Saint Olaf College,2004,1770894,3,5,
Saint Olaf College,2002,523471,2,2.5,
Saint Olaf College,2001,497764,3,3,
Salisbury University,2005,243677,2,4,
Salisbury University,2001,637968,2,3.5,
Salish Kootenai College,2011,1663412,2,5,
Salish Kootenai College,2007,2879611,3,3,
Salish Kootenai College,2006,10053605,5,4.8,
Salish Kootenai College,2002,2861000,2,3.5,
Salish Kootenai College,2001,1366202,4,3.25,
Sam Houston State University,2012,744300,2,3,
Sam Houston State University,2011,498804,2,3.5,
Sam Houston State University,2007,1027752,4,4.5,
"Samuel Roberts Noble Foundation, Inc.",2011,1564240,2,3,
"Samuel Roberts Noble Foundation, Inc.",2010,2437710,4,2,
"Samuel Roberts Noble Foundation, Inc.",2007,4210417,2,4,
"Samuel Roberts Noble Foundation, Inc.",2006,2124459,2,4,
"Samuel Roberts Noble Foundation, Inc.",2004,857431,2,3.5,
San Antonio College,2002,749694,2,5,
San Diego Mesa College,2004,834844,2,4,
San Diego Society of Natural History,2008,293611,2,3.5,
San Diego Society of Natural History,2002,2292930,3,3.666666667,
San Diego State University Foundation,2012,6895100,19,2.842105263,
San Diego State University Foundation,2011,3847874,17,2.470588235,
San Diego State University Foundation,2010,7747636,19,2.947368421,
San Diego State University Foundation,2009,11730479,34,3.323529412,
San Diego State University Foundation,2008,11336867,28,3.678571429,
San Diego State University Foundation,2007,3349484,14,3.857142857,
San Diego State University Foundation,2006,1153030,6,3.333333333,
San Diego State University Foundation,2005,9057985,24,3.916666667,
San Diego State University Foundation,2004,10133955,21,3.80952381,
San Diego State University Foundation,2003,5077871,25,3.32,
San Diego State University Foundation,2002,7579005,19,3.578947368,
San Diego State University Foundation,2001,5280454,18,3.222222222,
San Francisco State University,2012,3302052,12,2.75,
San Francisco State University,2011,2643490,8,3.125,
San Francisco State University,2010,5958833,19,3.105263158,
San Francisco State University,2009,6859491,14,3.142857143,
San Francisco State University,2008,3666080,11,3.454545455,
San Francisco State University,2007,4469921,10,4.4,
San Francisco State University,2006,2042058,8,3.75,
San Francisco State University,2005,2453087,10,2.7,
San Francisco State University,2004,4921828,13,3.615384615,
San Francisco State University,2003,5496538,6,3.666666667,
San Francisco State University,2002,3639705,9,3.111111111,
San Francisco State University,2001,5534803,13,4.076923077,
San Jacinto College District,2004,1392826,2,4.5,
San Jose State University Foundation,2012,2605975,11,2.909090909,
San Jose State University Foundation,2011,2089472,12,2.583333333,
San Jose State University Foundation,2010,2873763,14,2.785714286,
San Jose State University Foundation,2009,5752547,19,2.578947368,
San Jose State University Foundation,2008,2116673,7,3.428571429,
San Jose State University Foundation,2007,3446368,9,3.777777778,
San Jose State University Foundation,2006,4420653,7,3.571428571,
San Jose State University Foundation,2005,10517973,11,4.454545455,
San Jose State University Foundation,2004,1918773,9,3.444444444,
San Jose State University Foundation,2003,4750313,14,3.428571429,
San Jose State University Foundation,2002,3721798,7,3.428571429,
San Jose State University Foundation,2001,3964398,18,3.277777778,
San Juan College,2003,504642,2,2,
San Mateo County Community College District,2007,907534,2,3,
"Sand 9, Inc.",2009,598500,2,1,
Santa Clara University,2012,162812,2,2,
Santa Clara University,2011,1908125,6,3.333333333,
Santa Clara University,2010,876942,2,1.5,
Santa Clara University,2009,2194969,6,3.5,
Santa Clara University,2008,2588036,12,3.166666667,
Santa Clara University,2007,421190,4,4.25,
Santa Clara University,2006,872961,2,4,
Santa Clara University,2005,744621,5,3.6,
Santa Clara University,2004,1131987,6,2.666666667,
Santa Clara University,2003,1238733,5,3.6,
Santa Clara University,2002,525162,3,4.333333333,
Santa Fe Institute,2012,1343630,4,2.25,
Santa Fe Institute,2011,639648,2,2,
Santa Fe Institute,2010,1260132,3,2.666666667,
Santa Fe Institute,2009,2242175,4,2.25,
Santa Fe Institute,2008,884544,4,3.5,
Santa Fe Institute,2007,5284774,2,4,
Santa Fe Institute,2006,1006177,3,3,
Santa Fe Institute,2005,5622220,2,5,
Santa Fe Institute,2002,3769793,4,3.75,
Santa Fe Institute,2001,86052,2,1,
Sarah Lawrence College,2002,587926,2,4,
"Sarissa, Inc",2009,277000,2,2,
"Sarissa, Inc",2005,305397,2,2,
Savannah State University,2009,5472415,6,3.833333333,
Savannah State University,2005,199577,2,2.5,
SciberQuest,2012,150000,2,3,
Science Education Solutions Inc,2004,1181921,4,3,
Science Museum of Minnesota,2011,835830,2,3.5,
Science Museum of Minnesota,2009,2776689,2,4,
Science Museum of Minnesota,2008,5451226,3,4,
Science Museum of Minnesota,2007,1110320,3,2.666666667,
Science Museum of Minnesota,2004,4249754,2,6,
Science Museum of Minnesota,2003,1300534,2,4,
Science Museum of Minnesota,2002,838576,2,5,
Science Museum of Minnesota,2001,3153114,3,4,
Science Research Laboratory Inc,2003,199957,2,0,
Science Research Laboratory Inc,2001,597141,2,1,
ScienCentral Incorporated,2002,6366170,2,5,
Scientific Solutions Incorporated,2011,513364,2,3,
Scientific Solutions Incorporated,2005,299958,2,2.5,
Sea Education Association,2010,26246,2,1.5,
"Sea of Dreams Foundation, Inc.",2002,413703,4,0.75,
Sealaska Heritage Institute,2007,431872,2,5.5,
Search Technology Inc,2010,294821,2,2.5,
Seashell Technology,2009,555853,2,1,
Seattle Community College District Office,2010,2389600,6,5,
Seattle Pacific University,2009,194998,2,3,
Seattle Pacific University,2008,2893478,2,5.5,
Seattle Pacific University,2007,869000,2,5,
Seattle Pacific University,2005,1841824,3,4.333333333,
Seattle University,2012,1308755,4,3.25,
Seattle University,2011,670783,2,4,
Seattle University,2009,643971,5,2.8,
Seattle University,2008,292646,2,4,
Seattle University,2006,489374,2,3.5,
Seattle University,2005,353021,2,1.5,
Seattle University,2004,370647,4,1.5,
Seattle University,2002,248934,3,3.333333333,
"Sensor Electronic Technology, Inc.",2010,1197204,4,1,
"Sensor Electronic Technology, Inc.",2009,336194,3,0.333333333,
"Sensor Electronic Technology, Inc.",2006,1328966,3,1.666666667,
"Sensors Unlimited, Inc",2003,200000,2,0,
"Separation design Group, LLC",2006,612000,2,1,
SETI Institute,2006,497380,2,2.5,
SETI Institute,2002,288679,2,2.5,
Seton Hall University,2004,806328,3,2.666666667,
Seton Hall University,2003,839331,4,3.25,
"SFC FLUIDICS, LLC",2008,1173136,3,1.666666667,
"SFC FLUIDICS, LLC",2006,300000,2,1,
"Shasta Crystals, Inc.",2010,709883,3,0.666666667,
Shaw University,2009,299433,2,3,
Shippensburg University of Pennsylvania,2012,760726,2,3.5,
Shodor Education Foundation Inc,2012,101312,3,1.333333333,
Shodor Education Foundation Inc,2011,354000,2,2.5,
Shodor Education Foundation Inc,2005,1197879,2,5,
Shodor Education Foundation Inc,2004,3297402,2,4.5,
Siena College,2012,503973,3,2.333333333,
Siena College,2009,2699970,3,4.333333333,
Siena College,2008,1624876,5,4.4,
Siena College,2007,1446099,3,4.666666667,
Siena College,2005,61757,2,3,
Siena College,2004,997173,2,4,
Siena College,2003,476071,3,4.333333333,
Silver Buffalo Consulting,2005,313512,2,3.5,
SIMBEX LLC,2001,1117732,2,2.5,
SimBiotic Software,2010,400017,3,1,
SimBiotic Software,2008,1042637,2,2.5,
"Simmetrix, Inc.",2002,660994,2,1.5,
Simmons College,2009,719765,3,4,
Simmons College,2004,1411285,2,5.5,
Simmons College,2002,184699,2,3,
Simon's Rock of Bard College,2008,451696,2,4,
Sinclair Community College,2009,1809815,4,3.5,
Sinclair Community College,2006,274987,2,3,
Sinclair Community College,2003,2685266,3,5,
Sinclair Community College,2002,990067,5,3.6,
"SINMAT, INC.",2007,1989900,4,2,
"SINMAT, INC.",2006,1277173,4,1.5,
"SINMAT, INC.",2005,199995,2,0.5,
"SINMAT, INC.",2003,199918,2,0,
"SINMAT, INC.",2002,199942,2,0,
Sisseton Wahpeton Community College,2009,2609579,2,3,
Sitting Bull College,2010,1238132,2,5,
Sitting Bull College,2001,1300000,2,3.5,
Skidaway Institute of Oceanography,2012,2121884,8,2.75,
Skidaway Institute of Oceanography,2011,655341,3,1.666666667,
Skidaway Institute of Oceanography,2010,1631186,5,2.4,
Skidaway Institute of Oceanography,2009,2696416,9,3.333333333,
Skidaway Institute of Oceanography,2008,853611,6,2.5,
Skidaway Institute of Oceanography,2007,699981,3,1.666666667,
Skidaway Institute of Oceanography,2006,2857768,7,4.142857143,
Skidaway Institute of Oceanography,2005,3581679,6,3,
Skidaway Institute of Oceanography,2004,667669,3,4.333333333,
Skidaway Institute of Oceanography,2003,2431689,9,3.888888889,
Skidaway Institute of Oceanography,2002,1502874,5,2.8,
Skidaway Institute of Oceanography,2001,955616,7,2.571428571,
Skidmore College,2011,842931,2,2,
Skidmore College,2010,1281328,4,2.25,
Skidmore College,2004,633059,3,3.666666667,
Skidmore College,2001,758137,2,3,
"SmartSpark Energy Systems, Inc.",2007,299458,2,1,
Smith College,2012,3447562,8,3.125,
Smith College,2011,2025174,6,3.333333333,
Smith College,2010,536544,2,2.5,
Smith College,2009,1304030,5,2.8,
Smith College,2008,837444,3,3.333333333,
Smith College,2007,1671132,6,4.166666667,
Smith College,2006,2476433,7,3.857142857,
Smith College,2005,2182864,9,3.888888889,
Smith College,2004,2503493,8,3.5,
Smith College,2003,1145594,6,2.666666667,
Smith College,2002,1084637,6,3.5,
Smith College,2001,1291364,5,4.4,
Smith-Kettlewell Eye Research Foundation,2008,400000,2,3,
Smith-Kettlewell Eye Research Foundation,2007,988802,3,3.333333333,
Smith-Kettlewell Eye Research Foundation,2004,957184,2,3.5,
Smithsonian Institution,2012,4637302,12,2.833333333,
Smithsonian Institution,2011,2372595,8,1.875,
Smithsonian Institution,2010,5582427,9,3.111111111,
Smithsonian Institution,2009,2012437,11,2.363636364,
Smithsonian Institution,2008,228262,4,2.25,
Smithsonian Institution,2007,1812975,10,3.8,
Smithsonian Institution,2006,648411,3,3.666666667,
Smithsonian Institution,2005,437305,2,4,
Smithsonian Institution,2004,1506013,3,4.666666667,
Smithsonian Institution,2003,1457671,3,3.666666667,
Smithsonian Institution,2002,6296917,13,3.923076923,
Smithsonian Institution,2001,3809349,11,3.363636364,
Smithsonian Institution Astrophysical Observatory,2012,1269147,5,3,
Smithsonian Institution Astrophysical Observatory,2011,937210,4,2.5,
Smithsonian Institution Astrophysical Observatory,2010,2182763,5,3.2,
Smithsonian Institution Astrophysical Observatory,2009,1606069,6,2.333333333,
Smithsonian Institution Astrophysical Observatory,2008,2189319,8,2.625,
Smithsonian Institution Astrophysical Observatory,2007,10195438,15,3.533333333,
Smithsonian Institution Astrophysical Observatory,2005,1517156,3,3.666666667,
Smithsonian Institution Astrophysical Observatory,2004,1060712,5,2.6,
Smithsonian Institution Astrophysical Observatory,2003,7672772,4,4.5,
Smithsonian Institution Astrophysical Observatory,2002,7243529,11,3,
Smithsonian Institution Astrophysical Observatory,2001,618972,2,3,
Social Science Research Council,2010,1134857,2,2,
Social Science Research Council,2004,1600930,2,3.5,
Society for Advancement of Chicanos & Native Americans in Sci,2011,1716532,2,3,
Society for Advancement of Chicanos & Native Americans in Sci,2005,543846,2,3.5,
Society For Developmental Biol,2008,83600,2,1,
Society For Developmental Biol,2004,97250,2,1,
Society For Industrial and Applied Math (SIAM),2010,749038,2,2,
Society For Industrial and Applied Math (SIAM),2009,162024,2,1,
Society For Industrial and Applied Math (SIAM),2006,432016,2,2,
